순번,행정구역 표준코드,구분,광역 이름,기초 이름,경도,위도,발행명,활성지수,전년 대비 2023년 발행액 증감,활성 순위,비활성 순위 (역순),이용자 제공혜택 개요,올해 대비 2024년 사업 예산 계획,최초 발행 시작일,최종 발행 중지/종료일,발행 유형,이용자 제공혜택 기간,이용자 제공혜택 대상,운영사,"2023년 연중 1인당 월 최대 구매/충전액 (만 원, 10월 기준)","2023년 연중 최대 할인/적립률 (%, 10월 기준)","2023년 발행액 (억 원, 1년간)","2023년 누적 이용자 수 (명, 10월 기준)","2023년 가맹점 수 (곳, 10월 기준)",더 알아보기 URL,비고
18,1111000000,기초,서울특별시,종로구,126.9788345,37.5735207,종로사랑상품권,0.47,축소,173,12,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,유지,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,230,"1,902,931","11,997",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
19,1114000000,기초,서울특별시,중구,126.997602,37.563843,서울중구사랑상품권,0.28,축소,183,2,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,미정,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,210,-,"14,062",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
20,1117000000,기초,서울특별시,용산구,126.99049,37.532527,용산사랑상품권,0.51,축소,168,17,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,축소,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,70,7,300,,"8,850",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
21,1120000000,기초,서울특별시,성동구,127.036821,37.563456,성동사랑상품권,1.05,확대,46,139,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,확대,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,500,-,"8,334",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
22,1121500000,기초,서울특별시,광진구,127.082375,37.538617,광진사랑상품권,1.01,확대,56,129,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,미정,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,500,-,"10,375",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
23,1123000000,기초,서울특별시,동대문구,127.03965,37.574524,동대문구사랑상품권,0.92,축소,81,104,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,미정,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,245,-,"10,813",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
24,1126000000,기초,서울특별시,중랑구,127.0925842,37.6063242,중랑사랑상품권,1.37,확대,11,174,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,유지,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,400,-,"9,861",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
25,1129000000,기초,서울특별시,성북구,127.016749,37.5894,성북사랑상품권,1.22,확대,19,166,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,유지,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,610,-,"10,950",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
26,1130500000,기초,서울특별시,강북구,127.0256135,37.6397819,강북사랑상품권,1.33,확대,13,171,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,미정,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,400,-,"7,711",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
27,1132000000,기초,서울특별시,도봉구,127.047163,37.668768,도봉사랑상품권,0.92,축소,82,103,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,미정,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,361,-,"6,720",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
28,1135000000,기초,서울특별시,노원구,127.056473,37.654358,노원사랑상품권,0.79,축소,117,68,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,축소,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,300,-,"11,640",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
29,1138000000,은평구,서울특별시,은평구,126.929164,37.602784,"은평사랑
상품권",0.69,축소,143,42,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,축소,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,318,-,"10,077",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
30,1141000000,기초,서울특별시,서대문구,126.9368,37.579225,서대문사랑상품권,1.29,확대,15,170,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,확대,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,397,"1,206,438","8,117",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
31,1144000000,기초,서울특별시,마포구,126.901491,37.5663245,마포사랑상품권,0.77,축소,122,63,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,유지,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,540,"129,455","16,246",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
32,1147000000,기초,서울특별시,양천구,126.866642,37.517016,양천사랑상품권,0.52,축소,166,19,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,미정,2020-01-17,발행 중,모바일,연중,보편,신한컨소시움,50,7,204,-,"11,423",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
33,1150000000,기초,서울특별시,강서구,126.849642,37.550937,서울강서사랑상품권,0.93,축소,78,107,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,확대,2020-04-01,발행 중,모바일,연중,보편,신한컨소시엄,50,7,350,-,"14,040",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
34,1153000000,기초,서울특별시,구로구,126.887536,37.495472,구로사랑상품권,0.77,축소,123,62,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,유지,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,240,-,"10,703",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
35,1154500000,기초,서울특별시,금천구,126.8955105,37.4568644,금천G밸리사랑상품권,0.95,축소,74,111,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,축소,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,260,"1,896,676","7,618",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
36,1156000000,기초,서울특별시,영등포구,126.896004,37.526436,영등포사랑상품권,0.74,축소,129,56,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,미정,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,290,-,"14,142",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
37,1159000000,기초,서울특별시,동작구,126.9395,37.51245,동작사랑상품권,1.39,확대,9,176,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,유지,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,468,"493,413","9,560",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
38,1162000000,기초,서울특별시,관악구,126.9514847,37.4781549,관악사랑상품권,0.79,축소,118,67,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,미정,2020-01-15,발행 중,모바일,연중,보편,신한컨소시엄,50,7,365,-,"11,650",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
39,1165000000,기초,서울특별시,서초구,127.032598,37.483569,서초사랑상품권,0.63,축소,155,30,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,축소,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,500,-,"13,913",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
40,1168000000,기초,서울특별시,강남구,127.047502,37.517305,강남사랑상품권,0.95,축소,73,112,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,확대,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,640,,"20,928",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
41,1171000000,기초,서울특별시,송파구,127.1059186,37.5145636,송파사랑상품권,0.73,축소,131,54,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,확대,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,269,-,"17,114",https://seoulpay.shinhancard.com,서울특별시 광역 자료에 합산
42,1174000000,기초,서울특별시,강동구,127.1237708,37.530126,강동사랑상품권,0.32,축소,180,5,1인당 월 최대 50만 원까지 구매 금액의 7% 할인 또는 적립,유지,2020-01-17,발행 중,모바일,연중,보편,신한컨소시엄,50,7,160,-,"12,529",https://seoulpay.shinhancard.com,"2023년 6월 30일에 ‘강동빗살머니’ 사업 종료하고, '강동사랑상품권'으로 일원화하여 운영"
43,2611000000,기초,부산광역시,중구,129.032352,35.106214,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
44,2614000000,기초,부산광역시,서구,129.0244125,35.0979321,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
45,2617000000,기초,부산광역시,동구,129.0453253,35.1292746,e바구페이,0.76,축소,124,61,1인당 월 최대 40만 원까지 충전 금액의 5% 적립,유지,2019-08-13,발행 중,카드,연중,보편,코나아이,40,5,165,"63,336","3,587",http://www.bsdonggu.go.kr/index.donggu?menuCd=DOM_000000104004010001,-
46,2620000000,기초,부산광역시,영도구,129.067875,35.091199,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
47,2623000000,기초,부산광역시,부산진구,129.053157,35.162913,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
48,2626000000,기초,부산광역시,동래구,129.0938569,35.1964382,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
49,2629000000,기초,부산광역시,남구,129.084163,35.136577,오륙도페이,1.14,확대,25,160,1인당 월 최대 30만 원까지 구매 금액의 5% 할인 또는 적립,유지,2020-08-31,발행 중,카드,연중,보편,코나아이,30,5,500,"99,825","7,711",https://search.konacard.co.kr/payable-merchants/busan-namgu,-
50,2632000000,기초,부산광역시,북구,128.990438,35.197185,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
51,2635000000,기초,부산광역시,해운대구,129.163634,35.163177,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
52,2638000000,기초,부산광역시,사하구,128.974817,35.104585,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
53,2641000000,기초,부산광역시,금정구,129.0921,35.243068,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
54,2644000000,기초,부산광역시,강서구,128.98045,35.2122179,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
55,2647000000,기초,부산광역시,연제구,129.079764,35.176242,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
56,2650000000,기초,부산광역시,수영구,129.113186,35.145694,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
57,2653000000,기초,부산광역시,사상구,128.99125,35.152624,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
58,2671000000,기초,부산광역시,기장군,129.222312,35.244498,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
59,2711000000,기초,대구광역시,중구,128.6062,35.8693404,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
60,2714000000,기초,대구광역시,동구,128.635609,35.886664,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
61,2717000000,기초,대구광역시,서구,128.559175,35.871757,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
62,2720000000,기초,대구광역시,남구,128.597486,35.846,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
63,2723000000,기초,대구광역시,북구,128.582947,35.885684,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
64,2726000000,기초,대구광역시,수성구,128.630625,35.8581654,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
65,2729000000,기초,대구광역시,달서구,128.5327375,35.8298667,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
66,2771000000,기초,대구광역시,달성군,128.431445,35.7746,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
67,2811000000,기초,인천광역시,중구,126.621588,37.473781,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
68,2814000000,기초,인천광역시,동구,126.6432125,37.4738846,동구사랑상품권,1.00,유지,57,124,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,유지,2019-04-25,발행 중,지류,연중,보편,한국조폐공사,50,10,60,"9,207","1,753",https://www.icdonggu.go.kr/mai-rea/economy/giftcard_guide.jsp,인천광역시(광역) 발행 + 기초 단위 지류 상품권 발행
69,2817700000,기초,인천광역시,미추홀구,126.6505841,37.4635229,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,인천광역시(광역) 발행
70,2818500000,기초,인천광역시,연수구,126.67828,37.4101675,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,인천광역시(광역) 발행
71,2820000000,기초,인천광역시,남동구,126.731488,37.447342,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,인천광역시(광역) 발행
72,2823700000,기초,인천광역시,부평구,126.7218378,37.5070563,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,인천광역시(광역) 발행
73,2824500000,기초,인천광역시,계양구,126.7377757,37.5374147,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,인천광역시(광역) 발행
74,2826000000,기초,인천광역시,서구,126.675994,37.545449,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,인천광역시(광역) 발행
75,2871000000,기초,인천광역시,강화군,126.488052,37.746498,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,인천광역시(광역) 발행
76,2872000000,기초,인천광역시,옹진군,126.63676,37.446607,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,인천광역시(광역) 발행
77,2911000000,기초,광주광역시,동구,126.9232859,35.1460818,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,광주 동구 발행 지역화폐/상품권 없음
78,2914000000,기초,광주광역시,서구,126.890272,35.151969,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
79,2915500000,기초,광주광역시,남구,126.902402,35.1330039,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
80,2917000000,기초,광주광역시,북구,126.911963,35.17406,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
81,2920000000,기초,광주광역시,광산구,126.7936834,35.1395085,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
82,3011000000,기초,대전광역시,동구,127.454884,36.312169,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
83,3014000000,기초,대전광역시,중구,127.4215464,36.3256594,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
84,3017000000,기초,대전광역시,서구,127.383844,36.355504,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
85,3020000000,기초,대전광역시,유성구,127.3562683,36.3623219,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
86,3023000000,기초,대전광역시,대덕구,127.415502,36.346735,대덕e로움,-,중지,-,-,2023년 할인 또는 적립율 없음,미발행,2019-07-01,2022-12-31,"모바일, 카드",연중,보편,코나아이,-,-,-,-,-,https://www.facebook.com/daedeok.eroum,2023년 현재 할인/적립은 없으며기 발행액 및 인센티브 안정적 관리를 위해 플랫폼 운영 중
87,3111000000,기초,울산광역시,중구,129.3327,35.56945,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
88,3114000000,기초,울산광역시,남구,129.330109,35.543798,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
89,3117000000,기초,울산광역시,동구,129.416632,35.504844,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
90,3120000000,기초,울산광역시,북구,129.361313,35.582709,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
91,3171000000,기초,울산광역시,울주군,129.2422295,35.5220885,-,-,미발행,-,-,-,미발행,-,-,-,-,-,-,,,,,,-,-
92,4111000000,기초,경기도,수원시,127.028646,37.263476,수원페이,0.80,축소,113,72,1인당 월 최대 40만 원까지 구매 금액의 10%할인 또는 적립,축소,2019-04-01,발행 중,카드,연중,보편,코나아이,40,10,"2,800","742,737","36,407",https://www.suwon.go.kr/sw-www/deptHome/dep_eco/eco11/eco11_01.jsp,23.11월 한시적 충전한도 40->50 상향
93,4113000000,기초,경기도,성남시,127.1267772,37.4200267,성남사랑상품권,0.73,축소,132,53,1인당 월 최대 30만 원까지 구매 금액의 10%할인 또는 적립,축소,2006-12-11,발행 중,"지류, 모바일, 카드",특정,보편,한국조폐공사,30,10,"3,000","706,240","25,233",https://www.seongnam.go.kr/city/1000327/10201/contents.do,-
94,4115000000,기초,경기도,의정부시,127.033753,37.738083,의정부사랑카드,0.55,축소,164,21,1인당 월 최대 40만 원까지 구매 금액의 6% 적립,축소,2019-01-01,발행 중,"모바일, 카드",연중,보편,코나아이,40,6,600,"227,000","13,854",https://www.ui4u.go.kr/depart/contents.do?mId=0408000000,국비삭감
95,4117000000,기초,경기도,안양시,126.9567534,37.3942905,"안양사랑상품권, 안양사랑페이",1.03,확대,52,133,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-04-01,발행 중,"지류, 카드",특정,보편,"농협, 코나아이",50,10,"2,200","426,104","23,790",https://www.anyang.go.kr/main/contents.do?key=3154,"예산액:2022년:208억원->2023년:191억원, 이용자수: 카드 이용자수 기준(지류 이용자수 자료 부존재), 2023.3.1.부터 카드형은 할인에서 적립방식으로 변경(지류는 할인방식 유지)"
96,4119000000,기초,경기도,부천시,126.766,37.5035917,부천페이,0.69,축소,140,45,1인당 월 최대 50만 원까지 구매 금액의 7% 적립,미정,2019-04-01,발행 중,카드,연중,보편,코나아이,50,10,"2,275","451,205","26,526",http://www.bucheon.go.kr/site/homepage/menu/viewMenu?menuid=148006004013001,-
97,4121000000,기초,경기도,광명시,126.8646504,37.4786176,광명사랑화폐,1.08,확대,41,144,1인당 월 최대 100만 원까지 구매 금액의 10% 적립,미정,2019-04-01,발행 중,카드,연중,보편,코나아이㈜,100,10,"1,400","203,209","8,596",https://www.gm.go.kr/pt/partInfo/re/gmPay/gmPay1.jsp,"○2023년 발행액(10월기준)은 1,342억원으로 2023년 발행목표 1,100억원을 초과 달성함.
○충전 인센티브 최대한도 100만원이었으나, 행안부 지침 및 예산 부족으로 20만원까지 낮춤."
98,4122000000,기초,경기도,평택시,127.1126947,36.9923537,평택사랑상품권,1.11,확대,34,151,"카드는 1인당 월 최대 50만 원까지 충전 금액의 7% 적립, 지류는 1인당 월 최대 20만 원까지 구매 금액의 7% 할인 또는 적립",축소,2019-01-01,발행 중,"지류, 카드",연중,보편,"코나아이, 농협, 새마을금고, 신협",70,7,"2,061","397,306","23,924",https://www.pyeongtaek.go.kr/pyeongtaek/contents.do?mId=0900000000,"지류 이용자 관련 자료 없음, 인센티브율 조정으로, 상품권 이용 활성화 및 가맹점 수 증가로 발행액 및 사용량은 작년과 비슷할 것으로 예상"
99,4125000000,기초,경기도,동두천시,127.060671,37.903662,동두천사랑카드,0.78,축소,120,66,1인당 월 최대 60만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-04-15,발행 중,카드형,연중,보편,코나아이,100,10,252,"70,355","3,452",https://www.ddc.go.kr/ddc/contents.do?key=1589,
100,4127000000,기초,경기도,안산시,126.8308176,37.3219123,안산화폐 다온,0.55,축소,163,22,1인당 월 최대 30만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-04-01,발행 중,카드,연중,보편,코나아이,30,10,"1,600","485,059","22,080",https://www.ansan.go.kr/www/common/cntnts/selectContents.do?cntnts_id=C0001274,-
101,4128000000,기초,경기도,고양시,126.8319831,37.6583981,고양페이,0.68,축소,146,39,1인당 월 최대 20만 원까지 구매 금액의 7% 할인 또는 적립,미정,2019-04-22,발행 중,카드,연중,보편,코나아이,20,7,"1,423","711,997","28,426",https://www.goyang.go.kr/www/www03/www03_4/www03_4_12/www03_4_12_tab1.jsp,-
102,4129000000,기초,경기도,과천시,126.987675,37.4292013,과천토리,0.81,축소,110,75,"카드는 1인당 월 최대 40만까지 충전 금액의 7% 적립, 지류는 1인당 월 최대 10만 원까지 구매 금액의 7% 할인 또는 적립",축소,2019-04-25,발행 중,"지류, 카드",연중,보편,"코나아이, 농협",50,0,420,"63,871","1,601",https://www.gccity.go.kr/dept/contents.do?mId=0104010100,"명절(10%), 2월 ~ 8월 (6%), 10월 ~ 12월 (7%)"
103,4131000000,기초,경기도,구리시,127.129632,37.594266,구리사랑상품권,0.99,축소,65,120,1인당 월 최대 100만 원까지 구매 금액의 10% 적립,유지,2019-05-10,발행 중,카드,연중,보편,코나아이,100,10,850,"151,030","6,344",https://www.guri.go.kr/www/contents.do?key=615,-
104,4136000000,기초,경기도,남양주시,127.216467,37.635985,남양주사랑상품권,0.84,축소,104,81,1인당 월 최대 50만 원까지 구매 금액의 10% 적립,미정,2019-04-20,발행 중,카드,연중,보편,코나아이,50,10,"2,310","350,532","22,653",https://www.nyj.go.kr/main/3012,-
105,4137000000,기초,경기도,오산시,127.077462,37.149887,오색전,0.68,축소,144,41,1인당 월 최대 70만 원까지 구매 금액의 10% 적립,유지,2019-04-15,발행 중,카드,연중,보편,코나아이,70,10,564,"190,224","7,306",https://www.osan.go.kr/money/front/main.do;jsessionid=75E779276DE758CAA658DE516916A1C7,-
106,4139000000,기초,경기도,시흥시,126.802934,37.380177,시흥화폐 시루,0.90,축소,85,100,1인당 월 최대 30만 원까지 구매 금액의 10% 할인 또는 적립,축소,2018-09-17,발행 중,"지류, 모바일, 카드",연중,보편,"농협, 한국조폐공사",30,10,"2,700","375,790","14,808",https://www.si-ru.kr/,-
107,4141000000,기초,경기도,군포시,126.935338,37.361523,군포애머니,0.71,축소,134,51,1인당 월 최대 70만 원까지 구매 금액의 7% 할인 또는 적립,유지,2019-04-01,발행 중,카드,연중,보편,코나아이 주식회사,70,7,"1,300","179,640","8,424",https://www.gunpo.go.kr/www/contents.do?key=1005979,-
108,4143000000,기초,경기도,의왕시,126.9682786,37.3448869,의왕사랑상품권,0.67,축소,151,34,"카드는 1인당 월 최대 50만까지 충전 금액의 7% 적립, 지류는 1인당 월 최대 20만 원까지 구매 금액의 7% 할인 또는 적립",미정,2019-01-15,발행 중,"지류, 카드",연중,보편,코나아이,70,7,380,"108,168","3,625",https://www.uiwang.go.kr/UWKORECO0801,-
109,4145000000,기초,경기도,하남시,127.2148742,37.5393014,하머니,0.99,축소,66,119,1인당 월 최대 40만 원까지 구매 금액의 10% 할인 또는 적립,미정,2019-04-01,발행 중,카드,연중,보편,코나아이,40,10,"1,896","204,183","10,373",https://www.hanam.go.kr/www/contents.do?key=3781,* 사용자수:결제건수 기재 / '23년 1~3월 결제 건수
110,4146000000,기초,경기도,용인시,127.1774916,37.2412522,용인와이페이,0.89,축소,92,93,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-03-19,발행 중,카드,연중,보편,코나아이,50,10,"3,000","610,226","27,816",https://www.gmoney.or.kr/base/main/view,-
111,4148000000,기초,경기도,파주시,126.779883,37.760186,파주페이,1.05,확대,49,136,1인당 월 최대 20만 원까지 구매 금액의 10% 할인 또는 적립,확대,2019-04-22,발행 중,카드,연중,보편,코나아이,20,10,"1,580","390,753","15,222",https://www.paju.go.kr/www/www_02/industry/industry_01/industry_01_06.jsp,국비보조금 지원액 감소에 따른 월한도 및 발행액 감소
112,4150000000,기초,경기도,이천시,127.435034,37.272342,이천사랑지역화폐,1.08,확대,37,148,1인당 월 최대 70만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-04-01,발행 중,카드,연중,보편,코나아이,70,10,"1,200","163,219","9,772",https://www.icheon.go.kr/biz/contents.do?key=2630,-
113,4155000000,기초,경기도,안성시,127.2797732,37.0080546,안성사랑카드,0.85,축소,100,85,1인당 월 최대 50만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-04-01,발행 중,카드,연중,선별,코나아이,50,10,500,"151,472","7,796",https://www.anseong.go.kr/depart/contents.do?mId=0108010000,-
114,4157000000,기초,경기도,김포시,126.715544,37.61535,김포페이,0.34,축소,179,6,1인 월 최대 20만 원까지 구매 금액의 10% 할인 또는 적립,유지,2019-04-01,발행 중,모바일,연중,보편,"KT, 코나아이",20,10,"1,219","204,535","16,151",https://www.gimpo.go.kr/portal/contents.do?key=1281,-
115,4159000000,기초,경기도,화성시,126.831405,37.199565,"희망화성
지역화폐",0.80,축소,112,73,1인당 월 최대 30만 원까지 구매 금액의 10% 할인 또는 적립,축소,2019-04-15,발행 중,카드,연중,보편,코나아이주식회사,30,10,"3,167","775,712","27,427",https://www.hscity.go.kr/www/information/ntcnInfo/hhcLocal/localInfo.jsp,카드형만 운영(카드 등록 수 기준)
